Date,HDFC Pension Fund Scheme Tier I,HDFC Pension Fund Scheme Tier I.1,HDFC Pension Fund Scheme Tier I.2,HDFC Pension Fund Scheme Tier I.3,HDFC Pension Fund Scheme Tier II,HDFC Pension Fund Scheme Tier II.1,HDFC Pension Fund Scheme Tier II.2,HDFC Pension Fund Scheme Tier II.3,HDFC Pension Fund Scheme Tier II.4,NPS LITE SCHEME *
Unnamed: 0_level_1,E,C,G,A,E,C,G,A *,TAX SAVER SCHEME,Unnamed: 10_level_1
07-11-2022,36.4434,23.0725,22.1638,16.5261,31.4758,21.5598,22.4109,10.0,10.8799,10.0
09-11-2022,36.3255,23.1028,22.2272,16.5729,31.3711,21.5888,22.4765,10.0,10.9034,10.0
10-11-2022,36.0648,23.1119,22.2924,16.5496,31.1407,21.6014,22.5364,10.0,10.9271,10.0
11-11-2022,36.5568,23.157,22.3762,16.5568,31.5777,21.6495,22.6391,10.0,10.9829,10.0
14-11-2022,36.5086,23.1626,22.3712,16.5818,31.5383,21.6547,22.6342,10.0,10.9769,10.0
15-11-2022,36.6724,23.1839,22.4053,16.6115,31.6822,21.6768,22.6635,10.0,10.9951,10.0
16-11-2022,36.6775,23.1891,22.4093,16.5832,31.6857,21.6821,22.6878,10.0,11.0049,10.0
17-11-2022,36.5606,23.2071,22.4197,16.6004,31.5822,21.7038,22.696,10.0,11.0004,10.0
18-11-2022,36.4644,23.2073,22.4014,16.6067,31.4975,21.7014,22.6785,10.0,10.9857,10.0
21-11-2022,36.239,23.204,22.3998,16.557,31.2975,21.6938,22.6924,10.0,10.9831,10.0
22-11-2022,36.3855,23.2148,22.4166,16.6296,31.4262,21.703,22.7004,10.0,11.0008,10.0
23-11-2022,36.4372,23.2201,22.4262,16.524,31.472,21.7097,22.708,10.0,11.0044,10.0
24-11-2022,36.797,23.226,22.4793,16.5361,31.7909,21.7194,22.7565,10.0,11.0438,10.0
25-11-2022,36.8522,23.2389,22.4575,16.5342,31.8395,21.7292,22.7312,10.0,11.0321,10.0
28-11-2022,36.9699,23.2574,22.5008,16.5728,31.9415,21.746,22.7796,10.0,11.0577,10.0
29-11-2022,37.0964,23.258,22.4936,16.5055,32.0534,21.7466,22.7686,10.0,11.0583,10.0
30-11-2022,37.3665,23.2661,22.499,16.5257,32.2912,21.7564,22.7668,10.0,11.073,10.0
01-12-2022,37.4758,23.2801,22.5726,16.5937,32.3897,21.7699,22.8466,10.0,11.1117,10.0
02-12-2022,37.295,23.2858,22.5821,16.5947,32.2313,21.7775,22.8569,10.0,11.1091,10.0
05-12-2022,37.2923,23.3064,22.5894,16.5795,32.2314,21.7982,22.8669,10.0,11.1185,10.0
06-12-2022,37.1559,23.3089,22.5731,16.5455,32.1086,21.8009,22.8485,10.0,11.109,10.0
07-12-2022,37.0645,23.2918,22.5466,16.6092,32.0276,21.7797,22.8353,10.0,11.1029,10.0
08-12-2022,37.1929,23.2979,22.5539,16.6212,32.141,21.7864,22.8348,10.0,11.1077,10.0
09-12-2022,37.014,23.3078,22.5187,16.6191,31.9809,21.7975,22.7948,10.0,11.0904,10.0
12-12-2022,37.0021,23.3243,22.5389,16.6232,31.971,21.8134,22.8107,10.0,11.1053,10.0
13-12-2022,37.1816,23.3361,22.577,16.6206,32.1275,21.8173,22.8493,10.0,11.1323,10.0
14-12-2022,37.2694,23.3697,22.6179,16.6208,32.2075,21.8497,22.8902,10.0,11.1536,10.0
15-12-2022,36.8347,23.3549,22.588,16.637,31.8257,21.8407,22.8626,10.0,11.129,10.0
16-12-2022,36.4993,23.3461,22.5712,16.681,31.5318,21.8319,22.8495,10.0,11.1126,10.0
19-12-2022,36.7965,23.3598,22.5841,16.6997,31.7906,21.8466,22.8717,10.0,11.1351,10.0
20-12-2022,36.713,23.3676,22.5588,16.6548,31.7155,21.8534,22.8378,10.0,11.1229,10.0
21-12-2022,36.3462,23.3659,22.5787,16.6594,31.3951,21.8517,22.8532,10.0,11.1137,10.0
22-12-2022,36.2164,23.3693,22.5656,16.6482,31.2798,21.8551,22.8478,10.0,11.1068,10.0
23-12-2022,35.569,23.3588,22.5558,16.5818,30.7076,21.8442,22.838,10.0,11.0783,10.0
26-12-2022,36.0137,23.3557,22.5529,16.5661,31.0963,21.8402,22.8317,10.0,11.0947,10.0
27-12-2022,36.2383,23.3687,22.5691,16.5944,31.2973,21.8507,22.8464,10.0,11.1086,10.0
28-12-2022,36.2183,23.3705,22.5678,16.6186,31.2794,21.8534,22.8457,10.0,11.1088,10.0
29-12-2022,36.3467,23.3882,22.5776,16.6149,31.3916,21.868,22.8556,10.0,11.1171,10.0
30-12-2022,36.1796,23.4005,22.5796,16.703,31.2475,21.8813,22.8605,10.0,11.1148,10.0
02-01-2023,36.3626,23.4021,22.5816,16.79,31.4099,21.8845,22.8635,10.0,11.1253,10.0
03-01-2023,36.4369,23.403,22.5923,16.7758,31.4746,21.8872,22.8734,10.0,11.1295,10.0
04-01-2023,36.1172,23.41,22.6048,16.7141,31.1901,21.8925,22.8917,10.0,11.1195,10.0
05-01-2023,36.0731,23.4178,22.6095,16.7007,31.1517,21.8969,22.8943,10.0,11.1171,10.0
06-01-2023,35.8359,23.4035,22.5829,16.6755,30.9439,21.8853,22.8752,10.0,11.1044,10.0
09-01-2023,36.2877,23.4375,22.6321,16.744,31.3412,21.9166,22.9206,10.0,11.1346,10.0
10-01-2023,35.9551,23.4306,22.6651,16.7909,31.0512,21.9102,22.9486,10.0,11.1283,10.0
11-01-2023,35.9137,23.4408,22.6859,16.7884,31.0142,21.9165,22.9684,10.0,11.1287,10.0
12-01-2023,35.8479,23.4682,22.7014,16.8073,30.9555,21.9446,22.9852,10.0,11.1301,10.0
13-01-2023,36.0285,23.4597,22.7133,16.7959,31.114,21.9391,22.995,10.0,11.1383,10.0
16-01-2023,35.9105,23.4672,22.7031,16.8018,31.0102,21.9461,22.9905,10.0,11.1351,10.0
17-01-2023,36.163,23.4656,22.7007,16.8371,31.2312,21.9501,22.9859,10.0,11.1466,10.0
18-01-2023,36.3845,23.4717,22.7136,16.7584,31.4296,21.9535,22.9957,10.0,11.1575,10.0
19-01-2023,36.2848,23.4798,22.7394,16.7563,31.3426,21.9572,23.0234,10.0,11.1588,10.0
20-01-2023,36.1187,23.4759,22.7004,16.769,31.1932,21.9483,22.9816,10.0,11.138,10.0
23-01-2023,36.2628,23.4953,22.7173,16.7569,31.3207,21.9649,22.9957,10.0,11.1501,10.0
24-01-2023,36.2203,23.498,22.7214,16.7499,31.2814,21.9657,22.998,10.0,11.1514,10.0
25-01-2023,35.7515,23.5031,22.724,16.6587,30.8687,21.9701,22.9994,10.0,11.1349,10.0
27-01-2023,35.2001,23.4893,22.6845,16.629,30.3879,21.9578,22.9589,10.0,11.0978,10.0
30-01-2023,35.2445,23.4955,22.6622,16.6406,30.424,21.9653,22.9313,10.0,11.0952,10.0
31-01-2023,35.3646,23.4988,22.7085,16.681,30.5289,21.9685,22.9745,10.0,11.1168,10.0
01-02-2023,35.2953,23.5265,22.7916,16.6324,30.4684,21.9925,23.045,10.0,11.1394,10.0
02-02-2023,35.4237,23.5414,22.8058,16.5406,30.578,22.0091,23.0791,10.0,11.1496,10.0
03-02-2023,35.852,23.5415,22.8229,16.5295,30.9463,22.0089,23.0966,10.0,11.1717,10.0
06-02-2023,35.7485,23.5549,22.7966,16.5678,30.8561,22.0217,23.0692,10.0,11.1598,10.0
07-02-2023,35.6438,23.5586,22.8109,16.5609,30.7632,22.028,23.0856,10.0,11.1616,10.0
08-02-2023,35.8742,23.5348,22.7661,16.5518,30.9642,22.0036,23.0469,10.0,11.1582,10.0
09-02-2023,35.9175,23.5304,22.7557,16.5124,31.0023,21.9962,23.034,10.0,11.159,10.0
10-02-2023,35.873,23.5408,22.7435,16.5709,30.9621,22.0016,23.0268,10.0,11.1538,10.0
13-02-2023,35.6822,23.548,22.7414,16.564,30.7954,22.0104,23.0211,10.0,11.1463,10.0
14-02-2023,35.9458,23.5187,22.7362,16.5341,31.0248,21.9847,23.015,10.0,11.157,10.0
15-02-2023,36.1323,23.5234,22.7642,16.6173,31.189,21.9818,23.0466,10.0,11.1778,10.0
16-02-2023,36.1638,23.5313,22.7828,16.6392,31.219,21.9952,23.068,10.0,11.186,10.0
17-02-2023,35.9868,23.5052,22.7483,16.6003,31.0654,21.9775,23.0457,10.0,11.1675,10.0
20-02-2023,35.8346,23.5261,22.7819,16.7149,30.9343,21.9975,23.0796,10.0,11.1742,10.0
21-02-2023,35.8203,23.5256,22.769,16.6595,30.9211,22.0045,23.0689,10.0,11.1982,10.0
22-02-2023,35.3402,23.5252,22.7271,16.5837,30.5026,21.9987,23.0224,10.0,11.1612,10.0
23-02-2023,35.2657,23.5284,22.7566,16.5756,30.4368,22.0034,23.0438,10.0,11.1723,10.0
24-02-2023,35.1881,23.5405,22.7391,16.5944,30.3685,22.0133,23.0354,10.0,11.1652,10.0
27-02-2023,35.0696,23.5406,22.72,16.5387,30.2627,22.0131,23.0182,10.0,11.1507,10.0
28-02-2023,34.917,23.5506,22.7255,16.4323,30.1293,22.0216,23.0185,10.0,11.1446,10.0
01-03-2023,35.1853,23.5475,22.7408,16.4828,30.3623,22.0214,23.0301,10.0,11.1855,10.0
02-03-2023,34.9408,23.5461,22.7446,16.4331,30.1502,22.0221,23.0357,10.0,11.1826,10.0
03-03-2023,35.4303,23.554,22.7735,16.4654,30.5756,22.0265,23.0616,10.0,11.2108,10.0
06-03-2023,35.63,23.5593,22.7863,16.5171,30.7513,22.0332,23.0763,10.0,11.2206,10.0
08-03-2023,35.7294,23.5479,22.7335,16.4952,30.8374,22.0239,23.0121,10.0,11.2013,10.0
09-03-2023,35.4258,23.5563,22.753,16.5002,30.5709,22.0282,23.0236,10.0,11.199,10.0
10-03-2023,35.1217,23.5649,22.7766,16.483,30.3076,22.041,23.0537,10.0,11.1985,10.0
13-03-2023,34.586,23.6155,22.8737,16.4541,29.8406,22.0922,23.1343,10.0,11.2251,10.0
14-03-2023,34.4224,23.6342,22.8907,16.4514,29.697,22.1075,23.1696,10.0,11.2235,10.0
15-03-2023,34.2975,23.6237,22.8925,16.4111,29.5911,22.1023,23.1629,10.0,11.2236,10.0
16-03-2023,34.3586,23.6237,22.9138,16.4173,29.6491,22.1022,23.1853,10.0,11.2346,10.0
17-03-2023,34.5594,23.6366,22.922,16.4036,29.8237,22.1043,23.1922,10.0,11.2454,10.0
20-03-2023,34.3641,23.6582,22.9675,16.4966,29.6525,22.1265,23.2428,10.0,11.2524,10.0
21-03-2023,34.5905,23.6648,22.9489,16.4937,29.8499,22.1317,23.2219,10.0,11.2509,10.0
23-03-2023,34.5498,23.6846,22.9758,16.4534,29.8168,22.1473,23.2453,10.0,11.2633,10.0
24-03-2023,34.31,23.6874,23.0084,16.6653,29.6066,22.1509,23.2721,10.0,11.2703,10.0
27-03-2023,34.3521,23.7012,23.0254,16.589,29.6434,22.1673,23.3005,10.0,11.2838,10.0
28-03-2023,34.2685,23.6816,23.0322,16.4783,29.5663,22.1455,23.3087,10.0,11.2826,10.0
29-03-2023,34.5294,23.7029,23.0628,16.6525,29.7953,22.1624,23.3351,10.0,11.3029,10.0
31-03-2023,35.0627,23.7373,23.0853,16.7654,30.2591,22.1943,23.3459,10.0,11.3285,10.0
03-04-2023,35.144,23.7334,23.0903,16.7118,30.3304,22.1916,23.346,10.0,11.3403,10.0
05-04-2023,35.3925,23.774,23.1321,16.7322,30.5481,22.2374,23.4001,10.0,11.3614,10.0
06-04-2023,35.4604,23.8465,23.2153,16.8067,30.6075,22.3141,23.4876,10.0,11.3903,10.0
10-04-2023,35.4758,23.8559,23.2269,16.769,30.6238,22.3135,23.488,10.0,11.3873,10.0
11-04-2023,35.6468,23.8711,23.2188,16.7741,30.7741,22.3325,23.4787,10.0,11.3924,10.0
12-04-2023,35.8008,23.8809,23.2403,16.824,30.9102,22.3398,23.4875,10.0,11.4015,10.0
13-04-2023,35.8214,23.8809,23.2357,16.8045,30.9256,22.3371,23.4805,10.0,11.4013,10.0
17-04-2023,35.6321,23.9056,23.2414,16.8449,30.7664,22.3605,23.4892,10.0,11.3957,10.0
18-04-2023,35.5891,23.9161,23.2536,16.871,30.7308,22.3644,23.5051,10.0,11.3999,10.0
19-04-2023,35.4921,23.9273,23.2627,16.8772,30.646,22.3758,23.5042,10.0,11.3966,10.0
20-04-2023,35.5127,23.9361,23.2785,16.8267,30.6627,22.3845,23.521,10.0,11.4009,10.0
21-04-2023,35.4743,23.9587,23.3166,16.85,30.6289,22.406,23.5589,10.0,11.4155,10.0
24-04-2023,35.6723,23.996,23.3703,16.8533,30.7992,22.4428,23.6324,10.0,11.4413,10.0
25-04-2023,35.7497,24.0236,23.4056,16.8296,30.8657,22.4692,23.663,10.0,11.4532,10.0
26-04-2023,35.8649,24.0349,23.4156,16.897,30.9647,22.4846,23.6715,10.0,11.4581,10.0
27-04-2023,36.0287,24.0413,23.4242,16.8634,31.1087,22.485,23.6816,10.0,11.4695,10.0
28-04-2023,36.3,24.0388,23.424,16.9919,31.3491,22.4872,23.6816,10.0,11.4795,10.0
02-05-2023,36.4534,24.0489,23.4362,17.0632,31.4804,22.4879,23.6975,10.0,11.4915,10.0
03-05-2023,36.3732,24.0886,23.5269,17.0779,31.4131,22.5363,23.8083,10.0,11.5132,10.0
04-05-2023,36.6582,24.1063,23.5453,17.0146,31.6579,22.5367,23.8264,10.0,11.5304,10.0
