0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Date,CG Scheme,SG Scheme,E Tier I,C Tier I,G Tier I,E Tier II,C Tier II,G Tier II,NPS Lite,Corporate CG,APY,A Tier I,A Tier II,NPS TTS-II
2023-03-16,38.6500,33.1658,37.6972,35.8683,33.0128,34.9151,32.1589,31.3035,31.2801,24.6408,18.7845,16.4364,0.0000,10.8646
2023-03-17,38.6912,33.2006,37.9361,35.8812,33.0174,35.1304,32.1718,31.3100,31.3094,24.6676,18.8049,16.3935,0.0000,10.8752
2023-03-20,38.7340,33.2359,37.6930,35.9310,33.1153,34.9115,32.2105,31.4065,31.3421,24.6951,18.8262,16.4706,0.0000,10.8762
2023-03-21,38.7536,33.2513,37.9446,35.9415,33.0853,35.1516,32.2263,31.3823,31.3639,24.7059,18.8346,16.4676,0.0000,10.8778
2023-03-23,38.7673,33.2654,37.8896,35.9606,33.1167,35.0951,32.2476,31.4161,31.3732,24.7148,18.8422,16.4432,0.0000,10.8802
2023-03-24,38.7355,33.2398,37.6155,35.9554,33.1508,34.8397,32.2191,31.4328,31.2799,24.6962,18.8312,16.7298,0.0000,10.8703
2023-03-27,38.7830,33.2798,37.6665,35.9947,33.1912,34.8928,32.2636,31.4682,31.3818,24.7271,18.8529,16.6197,0.0000,10.8773
2023-03-28,38.7780,33.2746,37.5730,35.9742,33.2021,34.8086,32.2531,31.4908,31.3754,24.7251,18.8512,16.4937,0.0000,10.8794
2023-03-29,38.8496,33.3376,37.8612,36.0024,33.2342,35.0742,32.2768,31.5273,31.4255,24.7698,18.8866,16.7893,0.0000,10.8962
2023-03-31,38.9700,33.4412,38.4381,36.0621,33.2495,35.6083,32.3192,31.5466,31.5277,24.8453,18.9458,16.8699,0.0000,10.9306
2023-04-03,38.9900,33.4566,38.5337,36.0519,33.2619,35.6925,32.3172,31.5499,31.5500,24.8559,18.9509,16.8061,0.0000,10.9376
2023-04-05,39.1042,33.5522,38.7795,36.1175,33.3491,35.9246,32.3702,31.6301,31.6446,24.9260,19.0030,16.8166,0.0000,10.9517
2023-04-06,39.2242,33.6561,38.8729,36.2277,33.4510,36.0059,32.4610,31.7376,31.7277,25.0034,19.0619,16.8716,0.0000,10.9698
2023-04-10,39.2464,33.6729,38.8992,36.2561,33.4713,36.0331,32.4937,31.7515,31.7542,25.0144,19.0721,16.8276,0.0000,10.9787
2023-04-11,39.2773,33.6996,39.1132,36.2777,33.4595,36.2278,32.5183,31.7419,31.7784,25.0316,19.0875,16.8154,0.0000,10.9867
2023-04-12,39.3082,33.7275,39.2759,36.2842,33.4792,36.3911,32.5309,31.7458,31.8012,25.0520,19.1042,16.8557,0.0000,10.9954
2023-04-13,39.3031,33.7233,39.3318,36.2885,33.4532,36.4396,32.5383,31.7244,31.8003,25.0477,19.1012,16.8269,0.0000,10.9959
2023-04-17,39.2945,33.7166,39.1612,36.3116,33.4684,36.2747,32.5581,31.7351,31.7919,25.0445,19.0979,16.8544,0.0000,10.9953
2023-04-18,39.3096,33.7306,39.1113,36.3314,33.4964,36.2255,32.5736,31.7632,31.8015,25.0549,19.1083,16.8965,0.0000,10.9948
2023-04-19,39.3022,33.7248,38.9871,36.3549,33.5077,36.1087,32.5911,31.7704,31.7985,25.0516,19.1076,16.8945,0.0000,10.9939
2023-04-20,39.3253,33.7424,39.0340,36.3666,33.5309,36.1608,32.5914,31.7843,31.8180,25.0658,19.1169,16.8947,0.0000,10.9990
2023-04-21,39.3689,33.7806,39.0031,36.4019,33.6006,36.1415,32.6210,31.8440,31.8471,25.0951,19.1408,16.9175,0.0000,11.0036
2023-04-24,39.4954,33.8876,39.2156,36.4665,33.7148,36.3419,32.6735,31.9526,31.9392,25.1750,19.2029,16.9009,0.0000,11.0234
2023-04-25,39.5636,33.9445,39.3172,36.5021,33.7827,36.4362,32.7024,32.0143,31.9898,25.2165,19.2371,16.8721,0.0000,11.0345
2023-04-26,39.6006,33.9749,39.4490,36.5298,33.7923,36.5566,32.7235,32.0305,32.0175,25.2396,19.2548,16.9528,0.0000,11.0388
2023-04-27,39.6503,34.0148,39.6496,36.5308,33.8134,36.7422,32.7245,32.0569,32.0639,25.2685,19.2746,16.9149,0.0000,11.0479
2023-04-28,39.6993,34.0558,39.9768,36.5287,33.8103,37.0457,32.7265,32.0541,32.0987,25.2967,19.2956,17.0648,0.0000,11.0586
2023-05-02,39.7437,34.0955,40.1450,36.5532,33.8349,37.1986,32.7493,32.0766,32.1344,25.3252,19.3191,17.1565,0.0000,11.0704
2023-05-03,39.8680,34.1997,40.0590,36.6254,34.0146,37.1199,32.8050,32.2330,32.2158,25.4055,19.3797,17.1805,0.0000,11.0813
2023-05-04,39.9311,34.2543,40.3681,36.6403,34.0534,37.4167,32.8212,32.2581,32.2620,25.4440,19.4151,17.1239,0.0000,11.0940
